,Instrument,Granularity,Complete,Volume,Time,Open,High,Low,Close
0,EUR_USD,S5,True,2,2022-01-07T07:23:40.000000000Z,1.13044,1.13046,1.13044,1.13046
62,EUR_USD,S5,True,1,2022-01-07T07:24:05.000000000Z,1.13041,1.13041,1.13041,1.13041
106,EUR_USD,S5,True,5,2022-01-07T07:24:20.000000000Z,1.1304,1.1304,1.13038,1.13038
192,EUR_USD,S5,True,4,2022-01-07T07:24:45.000000000Z,1.13039,1.13039,1.13038,1.13038
243,EUR_USD,S5,True,2,2022-01-07T07:25:00.000000000Z,1.13036,1.13037,1.13036,1.13037
266,EUR_USD,S5,True,2,2022-01-07T07:25:15.000000000Z,1.13036,1.13036,1.13035,1.13035
301,EUR_USD,S5,True,1,2022-01-07T07:25:20.000000000Z,1.13033,1.13033,1.13033,1.13033
352,EUR_USD,S5,True,1,2022-01-07T07:25:35.000000000Z,1.13032,1.13032,1.13032,1.13032
437,EUR_USD,S5,True,3,2022-01-07T07:26:00.000000000Z,1.1303,1.1303,1.13027,1.13027
541,EUR_USD,S5,True,1,2022-01-07T07:26:35.000000000Z,1.1303,1.1303,1.1303,1.1303
573,EUR_USD,S5,True,4,2022-01-07T07:26:50.000000000Z,1.13028,1.13028,1.13028,1.13028
607,EUR_USD,S5,True,1,2022-01-07T07:26:55.000000000Z,1.13026,1.13026,1.13026,1.13026
741,EUR_USD,S5,True,1,2022-01-07T07:27:35.000000000Z,1.13026,1.13026,1.13026,1.13026
760,EUR_USD,S5,True,6,2022-01-07T07:27:45.000000000Z,1.13024,1.13026,1.13024,1.13026
792,EUR_USD,S5,True,1,2022-01-07T07:27:50.000000000Z,1.13026,1.13026,1.13026,1.13026
827,EUR_USD,S5,True,6,2022-01-07T07:28:00.000000000Z,1.13028,1.13028,1.13027,1.13027
860,EUR_USD,S5,True,4,2022-01-07T07:28:10.000000000Z,1.13028,1.13029,1.13026,1.13026
995,EUR_USD,S5,True,6,2022-01-07T07:28:50.000000000Z,1.13026,1.13033,1.13026,1.13033
1103,EUR_USD,S5,True,2,2022-01-07T07:29:25.000000000Z,1.13035,1.13035,1.13034,1.13034
1165,EUR_USD,S5,True,5,2022-01-07T07:29:45.000000000Z,1.13035,1.1304,1.13035,1.1304
1212,EUR_USD,S5,True,1,2022-01-07T07:30:05.000000000Z,1.13038,1.13038,1.13038,1.13038
1243,EUR_USD,S5,True,4,2022-01-07T07:30:10.000000000Z,1.13036,1.1304,1.13036,1.13038
1303,EUR_USD,S5,True,2,2022-01-07T07:30:30.000000000Z,1.13036,1.13038,1.13036,1.13038
1402,EUR_USD,S5,True,7,2022-01-07T07:31:00.000000000Z,1.13043,1.13048,1.13043,1.13046
1436,EUR_USD,S5,True,7,2022-01-07T07:31:15.000000000Z,1.13046,1.13046,1.13043,1.13043
1467,EUR_USD,S5,True,5,2022-01-07T07:31:20.000000000Z,1.13044,1.13047,1.13044,1.13047
1485,EUR_USD,S5,True,1,2022-01-07T07:31:30.000000000Z,1.13046,1.13046,1.13046,1.13046
1519,EUR_USD,S5,True,3,2022-01-07T07:31:35.000000000Z,1.13044,1.13047,1.13044,1.13047
1554,EUR_USD,S5,True,4,2022-01-07T07:31:50.000000000Z,1.13049,1.13054,1.13049,1.13052
1573,EUR_USD,S5,True,3,2022-01-07T07:31:55.000000000Z,1.13053,1.13053,1.13052,1.13052
1620,EUR_USD,S5,True,2,2022-01-07T07:32:05.000000000Z,1.1305,1.1305,1.13048,1.13048
1639,EUR_USD,S5,True,7,2022-01-07T07:32:15.000000000Z,1.1305,1.13052,1.1305,1.1305
1657,EUR_USD,S5,True,2,2022-01-07T07:32:20.000000000Z,1.13052,1.13052,1.1305,1.1305
1686,EUR_USD,S5,True,1,2022-01-07T07:32:25.000000000Z,1.13049,1.13049,1.13049,1.13049
1721,EUR_USD,S5,True,6,2022-01-07T07:32:35.000000000Z,1.1305,1.13052,1.13048,1.13048
1756,EUR_USD,S5,True,4,2022-01-07T07:32:45.000000000Z,1.13046,1.1305,1.13046,1.1305
1789,EUR_USD,S5,True,2,2022-01-07T07:32:55.000000000Z,1.13049,1.1305,1.13049,1.1305
1806,EUR_USD,S5,True,15,2022-01-07T07:33:05.000000000Z,1.13052,1.13053,1.13051,1.13052
1825,EUR_USD,S5,True,4,2022-01-07T07:33:10.000000000Z,1.13051,1.13052,1.13051,1.13052
1873,EUR_USD,S5,True,1,2022-01-07T07:33:20.000000000Z,1.1305,1.1305,1.1305,1.1305
1959,EUR_USD,S5,True,3,2022-01-07T07:33:50.000000000Z,1.13048,1.13049,1.13048,1.13048
2011,EUR_USD,S5,True,5,2022-01-07T07:34:00.000000000Z,1.13048,1.1305,1.13046,1.1305
2129,EUR_USD,S5,True,9,2022-01-07T07:34:35.000000000Z,1.13046,1.1305,1.13044,1.1305
2166,EUR_USD,S5,True,2,2022-01-07T07:34:50.000000000Z,1.13052,1.13054,1.13052,1.13054
2200,EUR_USD,S5,True,7,2022-01-07T07:34:55.000000000Z,1.13052,1.13054,1.13052,1.13054
2235,EUR_USD,S5,True,2,2022-01-07T07:35:05.000000000Z,1.13053,1.13053,1.13052,1.13052
2253,EUR_USD,S5,True,5,2022-01-07T07:35:15.000000000Z,1.13053,1.13053,1.13051,1.13051
2286,EUR_USD,S5,True,5,2022-01-07T07:35:20.000000000Z,1.13052,1.13056,1.13052,1.13055
2339,EUR_USD,S5,True,3,2022-01-07T07:35:35.000000000Z,1.13052,1.13056,1.13052,1.13056
2391,EUR_USD,S5,True,5,2022-01-07T07:35:55.000000000Z,1.13056,1.1306,1.13056,1.1306
2409,EUR_USD,S5,True,9,2022-01-07T07:36:00.000000000Z,1.1306,1.1306,1.13052,1.13054
2443,EUR_USD,S5,True,4,2022-01-07T07:36:05.000000000Z,1.13052,1.13056,1.13052,1.13054
2461,EUR_USD,S5,True,2,2022-01-07T07:36:15.000000000Z,1.13055,1.13056,1.13055,1.13056
2480,EUR_USD,S5,True,3,2022-01-07T07:36:20.000000000Z,1.13055,1.13056,1.13054,1.13056
2531,EUR_USD,S5,True,1,2022-01-07T07:36:30.000000000Z,1.13056,1.13056,1.13056,1.13056
2550,EUR_USD,S5,True,3,2022-01-07T07:36:40.000000000Z,1.13058,1.13058,1.13057,1.13057
2602,EUR_USD,S5,True,3,2022-01-07T07:36:55.000000000Z,1.13056,1.13056,1.13056,1.13056
2620,EUR_USD,S5,True,5,2022-01-07T07:37:00.000000000Z,1.13054,1.13057,1.13054,1.13057
2673,EUR_USD,S5,True,1,2022-01-07T07:37:15.000000000Z,1.13056,1.13056,1.13056,1.13056
2726,EUR_USD,S5,True,7,2022-01-07T07:37:25.000000000Z,1.13052,1.13052,1.1305,1.13051
2763,EUR_USD,S5,True,5,2022-01-07T07:37:40.000000000Z,1.13047,1.13047,1.13046,1.13047
2780,EUR_USD,S5,True,1,2022-01-07T07:37:45.000000000Z,1.13046,1.13046,1.13046,1.13046
2835,EUR_USD,S5,True,6,2022-01-07T07:38:00.000000000Z,1.13052,1.13054,1.13052,1.13054
2866,EUR_USD,S5,True,3,2022-01-07T07:38:05.000000000Z,1.13052,1.13053,1.13052,1.13052
2901,EUR_USD,S5,True,2,2022-01-07T07:38:20.000000000Z,1.13052,1.13052,1.13052,1.13052
2919,EUR_USD,S5,True,1,2022-01-07T07:38:25.000000000Z,1.13052,1.13052,1.13052,1.13052
2936,EUR_USD,S5,True,5,2022-01-07T07:38:30.000000000Z,1.13052,1.13054,1.13052,1.13052
2987,EUR_USD,S5,True,3,2022-01-07T07:38:45.000000000Z,1.13046,1.13048,1.13046,1.13046
3022,EUR_USD,S5,True,4,2022-01-07T07:38:50.000000000Z,1.13044,1.13044,1.13043,1.13043
3091,EUR_USD,S5,True,2,2022-01-07T07:39:10.000000000Z,1.13047,1.13049,1.13047,1.13049
3141,EUR_USD,S5,True,4,2022-01-07T07:39:25.000000000Z,1.1305,1.13052,1.1305,1.13052
3177,EUR_USD,S5,True,2,2022-01-07T07:39:40.000000000Z,1.13052,1.13054,1.13052,1.13054
3211,EUR_USD,S5,True,2,2022-01-07T07:39:45.000000000Z,1.13052,1.13054,1.13052,1.13054
3264,EUR_USD,S5,True,1,2022-01-07T07:40:00.000000000Z,1.13052,1.13052,1.13052,1.13052
3387,EUR_USD,S5,True,5,2022-01-07T07:40:35.000000000Z,1.13053,1.13057,1.13053,1.13056
3507,EUR_USD,S5,True,2,2022-01-07T07:41:10.000000000Z,1.13055,1.13056,1.13055,1.13056
3559,EUR_USD,S5,True,1,2022-01-07T07:41:25.000000000Z,1.13056,1.13056,1.13056,1.13056
3613,EUR_USD,S5,True,3,2022-01-07T07:41:45.000000000Z,1.13055,1.13056,1.13054,1.13056
3644,EUR_USD,S5,True,1,2022-01-07T07:41:50.000000000Z,1.13056,1.13056,1.13056,1.13056
3676,EUR_USD,S5,True,3,2022-01-07T07:42:00.000000000Z,1.13056,1.13056,1.13054,1.13056
3713,EUR_USD,S5,True,4,2022-01-07T07:42:15.000000000Z,1.13054,1.13056,1.13054,1.13056
3746,EUR_USD,S5,True,9,2022-01-07T07:42:20.000000000Z,1.13056,1.13056,1.13046,1.13046
3799,EUR_USD,S5,True,3,2022-01-07T07:42:35.000000000Z,1.13046,1.13046,1.13044,1.13046
3855,EUR_USD,S5,True,1,2022-01-07T07:42:50.000000000Z,1.13046,1.13046,1.13046,1.13046
3954,EUR_USD,S5,True,8,2022-01-07T07:43:20.000000000Z,1.13045,1.13046,1.13042,1.13044
4017,EUR_USD,S5,True,4,2022-01-07T07:43:45.000000000Z,1.13037,1.13037,1.13036,1.13036
4030,EUR_USD,S5,True,7,2022-01-07T07:43:50.000000000Z,1.13037,1.13037,1.13035,1.13037
4084,EUR_USD,S5,True,1,2022-01-07T07:44:05.000000000Z,1.13034,1.13034,1.13034,1.13034
4109,EUR_USD,S5,True,2,2022-01-07T07:44:15.000000000Z,1.13032,1.13032,1.1303,1.1303
4159,EUR_USD,S5,True,8,2022-01-07T07:44:30.000000000Z,1.1303,1.1303,1.13028,1.13028
4192,EUR_USD,S5,True,1,2022-01-07T07:44:45.000000000Z,1.1303,1.1303,1.1303,1.1303
4240,EUR_USD,S5,True,8,2022-01-07T07:45:00.000000000Z,1.13026,1.13026,1.1302,1.13022
4321,EUR_USD,S5,True,4,2022-01-07T07:45:20.000000000Z,1.13028,1.13028,1.13025,1.13026
4384,EUR_USD,S5,True,6,2022-01-07T07:45:40.000000000Z,1.13029,1.13032,1.13029,1.13032
4415,EUR_USD,S5,True,1,2022-01-07T07:45:55.000000000Z,1.1303,1.1303,1.1303,1.1303
4450,EUR_USD,S5,True,6,2022-01-07T07:46:00.000000000Z,1.13029,1.13029,1.13022,1.13022
4501,EUR_USD,S5,True,2,2022-01-07T07:46:15.000000000Z,1.1302,1.13022,1.1302,1.13022
4547,EUR_USD,S5,True,6,2022-01-07T07:46:30.000000000Z,1.1302,1.1302,1.13017,1.13017
4586,EUR_USD,S5,True,3,2022-01-07T07:46:50.000000000Z,1.13015,1.13016,1.13015,1.13015
4618,EUR_USD,S5,True,5,2022-01-07T07:46:55.000000000Z,1.13016,1.13017,1.13015,1.13016
4687,EUR_USD,S5,True,1,2022-01-07T07:47:15.000000000Z,1.13012,1.13012,1.13012,1.13012
4720,EUR_USD,S5,True,2,2022-01-07T07:47:25.000000000Z,1.13012,1.13012,1.13012,1.13012
4736,EUR_USD,S5,True,2,2022-01-07T07:47:35.000000000Z,1.1301,1.13012,1.1301,1.13012
4754,EUR_USD,S5,True,2,2022-01-07T07:47:40.000000000Z,1.1301,1.13012,1.1301,1.13012
4803,EUR_USD,S5,True,1,2022-01-07T07:47:50.000000000Z,1.13006,1.13006,1.13006,1.13006
4871,EUR_USD,S5,True,2,2022-01-07T07:48:10.000000000Z,1.13006,1.13006,1.13005,1.13005
4889,EUR_USD,S5,True,2,2022-01-07T07:48:20.000000000Z,1.13006,1.13006,1.13006,1.13006
4904,EUR_USD,S5,True,10,2022-01-07T07:48:25.000000000Z,1.13006,1.1301,1.13006,1.13009
4970,EUR_USD,S5,True,3,2022-01-07T07:48:40.000000000Z,1.13014,1.13015,1.13014,1.13014
5042,EUR_USD,S5,True,9,2022-01-07T07:49:05.000000000Z,1.13016,1.13016,1.13014,1.13016
5059,EUR_USD,S5,True,8,2022-01-07T07:49:10.000000000Z,1.13016,1.13016,1.13008,1.13008
5111,EUR_USD,S5,True,6,2022-01-07T07:49:20.000000000Z,1.13012,1.13015,1.1301,1.1301
5131,EUR_USD,S5,True,8,2022-01-07T07:49:30.000000000Z,1.13012,1.13014,1.1301,1.13012
5182,EUR_USD,S5,True,3,2022-01-07T07:49:40.000000000Z,1.13014,1.13016,1.13014,1.13016
5267,EUR_USD,S5,True,14,2022-01-07T07:50:05.000000000Z,1.13018,1.13026,1.13018,1.13026
5303,EUR_USD,S5,True,5,2022-01-07T07:50:20.000000000Z,1.13028,1.13032,1.13028,1.13032
5320,EUR_USD,S5,True,4,2022-01-07T07:50:25.000000000Z,1.1303,1.13036,1.1303,1.13036
5368,EUR_USD,S5,True,3,2022-01-07T07:50:35.000000000Z,1.13033,1.13036,1.13033,1.13036
5403,EUR_USD,S5,True,10,2022-01-07T07:50:50.000000000Z,1.13037,1.13037,1.13028,1.13028
5420,EUR_USD,S5,True,3,2022-01-07T07:50:55.000000000Z,1.13028,1.13031,1.13028,1.13031
5471,EUR_USD,S5,True,1,2022-01-07T07:51:05.000000000Z,1.13028,1.13028,1.13028,1.13028
5524,EUR_USD,S5,True,2,2022-01-07T07:51:20.000000000Z,1.13026,1.13028,1.13026,1.13028
5594,EUR_USD,S5,True,1,2022-01-07T07:51:45.000000000Z,1.13024,1.13024,1.13024,1.13024
5629,EUR_USD,S5,True,1,2022-01-07T07:51:50.000000000Z,1.13023,1.13023,1.13023,1.13023
5646,EUR_USD,S5,True,3,2022-01-07T07:52:00.000000000Z,1.13022,1.13022,1.13021,1.13022
5729,EUR_USD,S5,True,2,2022-01-07T07:52:25.000000000Z,1.13026,1.13026,1.13026,1.13026
5799,EUR_USD,S5,True,3,2022-01-07T07:52:45.000000000Z,1.13022,1.13022,1.13021,1.13021
5835,EUR_USD,S5,True,1,2022-01-07T07:52:50.000000000Z,1.13023,1.13023,1.13023,1.13023
5903,EUR_USD,S5,True,3,2022-01-07T07:53:15.000000000Z,1.13022,1.13023,1.13022,1.13022
5970,EUR_USD,S5,True,1,2022-01-07T07:53:30.000000000Z,1.13022,1.13022,1.13022,1.13022
6020,EUR_USD,S5,True,1,2022-01-07T07:53:45.000000000Z,1.13024,1.13024,1.13024,1.13024
6072,EUR_USD,S5,True,9,2022-01-07T07:54:00.000000000Z,1.13022,1.13022,1.13014,1.13014
6091,EUR_USD,S5,True,3,2022-01-07T07:54:10.000000000Z,1.13016,1.13018,1.13016,1.13016
6108,EUR_USD,S5,True,1,2022-01-07T07:54:15.000000000Z,1.13017,1.13017,1.13017,1.13017
6142,EUR_USD,S5,True,4,2022-01-07T07:54:20.000000000Z,1.13016,1.1302,1.13016,1.1302
6159,EUR_USD,S5,True,1,2022-01-07T07:54:30.000000000Z,1.13022,1.13022,1.13022,1.13022
6209,EUR_USD,S5,True,7,2022-01-07T07:54:40.000000000Z,1.13018,1.13018,1.13011,1.13012
6228,EUR_USD,S5,True,12,2022-01-07T07:54:50.000000000Z,1.13012,1.13023,1.13012,1.1302
6244,EUR_USD,S5,True,2,2022-01-07T07:54:55.000000000Z,1.1302,1.1302,1.13018,1.13018
6277,EUR_USD,S5,True,5,2022-01-07T07:55:00.000000000Z,1.1302,1.13022,1.13018,1.13022
6313,EUR_USD,S5,True,3,2022-01-07T07:55:15.000000000Z,1.13032,1.13032,1.13028,1.13028
6330,EUR_USD,S5,True,1,2022-01-07T07:55:20.000000000Z,1.13029,1.13029,1.13029,1.13029
6364,EUR_USD,S5,True,5,2022-01-07T07:55:30.000000000Z,1.13027,1.13027,1.13023,1.13026
6380,EUR_USD,S5,True,5,2022-01-07T07:55:35.000000000Z,1.13028,1.13032,1.13028,1.13032
6396,EUR_USD,S5,True,4,2022-01-07T07:55:40.000000000Z,1.13033,1.13033,1.1303,1.13032
6450,EUR_USD,S5,True,4,2022-01-07T07:55:55.000000000Z,1.13042,1.13042,1.13042,1.13042
6483,EUR_USD,S5,True,2,2022-01-07T07:56:05.000000000Z,1.13044,1.13046,1.13044,1.13046
6502,EUR_USD,S5,True,15,2022-01-07T07:56:10.000000000Z,1.13047,1.13052,1.13046,1.1305
6520,EUR_USD,S5,True,2,2022-01-07T07:56:15.000000000Z,1.13048,1.1305,1.13048,1.1305
6551,EUR_USD,S5,True,7,2022-01-07T07:56:20.000000000Z,1.13048,1.13053,1.13048,1.13052
6589,EUR_USD,S5,True,2,2022-01-07T07:56:35.000000000Z,1.1305,1.13053,1.1305,1.13053
6624,EUR_USD,S5,True,4,2022-01-07T07:56:45.000000000Z,1.13052,1.13052,1.1305,1.13052
6642,EUR_USD,S5,True,11,2022-01-07T07:56:50.000000000Z,1.13054,1.13056,1.13052,1.13054
6692,EUR_USD,S5,True,4,2022-01-07T07:57:05.000000000Z,1.13052,1.13052,1.1305,1.1305
6728,EUR_USD,S5,True,2,2022-01-07T07:57:15.000000000Z,1.13049,1.1305,1.13049,1.1305
6744,EUR_USD,S5,True,6,2022-01-07T07:57:20.000000000Z,1.13052,1.13053,1.13051,1.13051
6761,EUR_USD,S5,True,6,2022-01-07T07:57:25.000000000Z,1.13052,1.13053,1.13051,1.13051
6797,EUR_USD,S5,True,3,2022-01-07T07:57:30.000000000Z,1.13052,1.13054,1.13052,1.13052
6832,EUR_USD,S5,True,3,2022-01-07T07:57:45.000000000Z,1.13049,1.1305,1.13049,1.13049
6865,EUR_USD,S5,True,5,2022-01-07T07:57:55.000000000Z,1.13049,1.13049,1.13048,1.13049
6899,EUR_USD,S5,True,7,2022-01-07T07:58:00.000000000Z,1.13048,1.13048,1.13046,1.13048
6968,EUR_USD,S5,True,5,2022-01-07T07:58:20.000000000Z,1.13045,1.13047,1.13045,1.13047
6986,EUR_USD,S5,True,6,2022-01-07T07:58:30.000000000Z,1.13049,1.13051,1.13048,1.13051
7043,EUR_USD,S5,True,6,2022-01-07T07:58:50.000000000Z,1.1305,1.13052,1.1305,1.13052
7095,EUR_USD,S5,True,2,2022-01-07T07:59:05.000000000Z,1.1305,1.1305,1.13049,1.13049
7111,EUR_USD,S5,True,10,2022-01-07T07:59:10.000000000Z,1.1305,1.13057,1.13048,1.13056
7178,EUR_USD,S5,True,1,2022-01-07T07:59:25.000000000Z,1.13053,1.13053,1.13053,1.13053
7297,EUR_USD,S5,True,16,2022-01-07T08:00:00.000000000Z,1.13058,1.13058,1.13056,1.13056
